message_text,class_label
Payment confirmed! Rs.17769 received for electricity account 5931021575. Ref: 98166158. No dues pending.,benign
Card ending 2250 used for Rs.14003 at Flipkart. Not you? Call 1800 immediately.,benign
Card ending 3675 used for Rs.15862 at Flipkart. Not you? Call 1800 immediately.,benign
Monthly water consumption for 9217405094: 59 kiloliters. Bill Rs.3841. Due 25 Sep 2024.,benign
KYC expired. Update within 2 hours to avoid account freeze: https://securebank-login.com/refund/IqdQ3,impersonation
MGL Alert: Your CNG/PNG account has Rs.19263 dues. Pay now at hxxp://electricity-board(.)in/pay/iB2lzke before service is suspended.,fake_payment_portal
Final notice from City Power: Pending bill Rs. 6630. Pay immediately at https://paytm.com@tiny.one/UpSiNbzF7 to avoid disconnection.,kyc_scam
Urgent: Suspicious transaction of Rs.4071 detected on your account. Verify instantly: hxxps://gasbill-now(.)com/pay/bTFZhY0Da or account freezes.,kyc_scam
Meter reading for account 8722346482: 275 units consumed. Bill Rs.4168. Due 21 Oct 2024.,benign
Payment received: Water charges Rs. 10822. Receipt: R153599.,benign
Electricity Dept. notice: Rs.21790 overdue on account 7289630261. KYC + payment required at hxxp://gas-supply(.)co/bill/2z64IOWt8 to avoid cut.,kyc_scam
URGENT: Your water connection is due for disconnection. Outstanding dues Rs.2935. Settle here: http://utility-P6WWIYZ.online/pay,fake_payment_portal
Final reminder: Clear water dues Rs. 7699. Payment link: https://sbi.co.in@water-portal-help.com/refund/AMC4P,impersonation
Subsidized water tariff of Rs.417 applied on account 3492354613. Payable: Rs.13539.,benign
HP Gas Alert: Pending dues Rs.16298 on your account. Update KYC and pay at https://is.gd/xlD3r immediately.,fake_payment_portal
LPG subsidy blocked due to KYC issues. Update & pay Rs.20134 at hxxps://waterboard-india(.)net/due/l2VvpHlBU to restore benefits. Ref: 48171922,fake_payment_portal
Payment received for LPG booking. Amount Rs. 2697. Ref: R392219.,benign
NEFT transfer of Rs.9805 to 3404728454 successful. UTR: 43879380. 20 Feb 2024,benign
Your electricity account 6107831794 is up to date. Next bill on 20 Feb 2024.,benign
NOTICE: Electricity Board has flagged account 1967009400 for non-payment of Rs.24313. Pay via: https://cutt.ly/h5vneu before midnight.,phishing_link
Card ending 5236 used for Rs.8129 at Reliance. Not you? Call 1800 immediately.,benign
Gas meter reading for September: 107 units. Bill Rs.19576. Due by 26 Jan 2024.,benign
Water supply will stop due to unpaid bill. Pay Rs. 6288 now: https://rb.gy/rmCrdsi,kyc_scam
NEFT transfer of Rs.24221 to 9725626819 successful. UTR: 59696746. 1 Nov 2024,benign
HPCL Gas Service: Pending bill Rs.3014 for consumer 4072031303. Immediate payment needed at hxxp://utility-pay(.)in/verify/Uec6H.,phishing_link
Payment received for LPG booking. Amount Rs. 2993. Ref: R642480.,benign
"PNG supply disruption warning: Account 2359441769, dues Rs.7555. Resolve payment at https://sbibank-V46Gkn.in/kyc/update immediately.",impersonation
Civic Authority notice: Overdue water charges Rs.12007 for 6772390286. Pay immediately at http://utility-gY3O7.online/pay to avoid disruption.,fake_payment_portal
"Dear Account Holder, your CIBIL score may be affected by unpaid EMI. Resolve at hxxps://myutility(.)co/bill/JXncn. Ref: 75918729",impersonation
Your LPG booking status: Order 93285808 confirmed. Estimated delivery: 9 Dec 2024.,benign
Monthly water consumption for 7625312877: 101 kiloliters. Bill Rs.2549. Due 19 Mar 2024.,benign
"PNG supply disruption warning: Account 1950685191, dues Rs.16049. Resolve payment at http://ebill-0KGk0js9f.site/dues immediately.",phishing_link
DISCom Service: Rs.8750 overdue on your meter. Our technician will disconnect by 4 PM unless paid at: https://bsesdelhi-bill.u13FDrs.com/pay,phishing_link
Final notice: Water supply to your address will be stopped for non-payment of Rs.18954. Pay immediately: https://axisbank-E98SReEa.in/confirm,phishing_link
Your monthly electricity consumption: 376 units. Bill amount Rs.16155. Pay by 7 Nov 2024.,benign
Your bank account is temporarily blocked. Verify immediately: https://gov.in@tinyurl.com/MqPYORD,account_block_scam
Payment confirmed! Rs.17081 received for electricity account 4170154392. Ref: 84326879. No dues pending.,benign
Cheque 71942442 for Rs.11729 cleared on 15 Aug 2024. Account updated.,benign
Final notice from State DISCOM: Pending bill Rs. 8681. Pay immediately at https://rb.gy/7X2WUKG to avoid disconnection.,account_block_scam
MCGM Water: Your account shows Rs.13597 overdue charges. Connection cut in 3 hours unless paid at: https://is.gd/sxSnFGJS,phishing_link
"Dear Resident, your water bill Rs.24569 is long overdue. Municipality may suspend connection. Pay at: https://bsesdelhi-bill.pTc7T97.com/pay",impersonation
"Transaction alert: Rs.1778 debited from account 5867484001. UPI Ref: 27971855. If not done by you, call 1800-XXX.",benign
Last reminder: Electricity dues Rs.12366 pending. Connection termination in progress. Stop it by paying: https://sbibank-OwuNW.in/kyc/update,phishing_link
Reminder: Water dues Rs. 3355. Pay via official app http://waterpay.example.in/pay/yv0ZI?amt=9246&txn=Rq1WDuUin8&ref=QNlf1P0A,benign
Scheduled power maintenance on 13 May 2024 from 6:00 AM to 2:00 PM. Inconvenience regretted.,benign
Urgent: Suspicious transaction of Rs.16784 detected on your account. Verify instantly: https://t.co/eksXewXU or account freezes.,impersonation
UPI refund pending. Claim now at hxxps://bit(.)ly/mVuGztho,phishing_link
Your LPG booking status: Order 07367048 confirmed. Estimated delivery: 2 Sep 2024.,benign
"Load shedding schedule for your area: 23 Nov 2024, 6:00 AM-4:00 PM. Plan accordingly.",benign
IGL: PNG connection transfer request received. Processing time 7 working days. Ref: 43747738.,benign
Bharat Gas: Rs.18590 overdue on account 7540198883. Pay at https://sbibank-xmLSm.in/kyc/update to avoid cylinder booking suspension.,impersonation
MGL Alert: Your CNG/PNG account has Rs.13049 dues. Pay now at https://ow.ly/1b3UZm before service is suspended.,fake_payment_portal
Canara Bank: Linked mobile number mismatch detected. Update records at hxxp://gas-supply(.)co/bill/0HBfFcRs9 to avoid account freeze.,account_block_scam
Your gas bill of Rs. 8327 is generated. Pay via authorized portal http://lpgpay.example.in/pay/oFJKP,benign
Urgent: Gas bill Rs. 3357 overdue. Pay now: https://cutt.ly/sewQfp8,impersonation
Your bank account will be deactivated in 24 hrs due to incomplete KYC. Update at hxxp://powerco(.)net/urgent/un6N2Hs now.,phishing_link
"CESC Final Notice: Consumer 3330740294, pending payment Rs.24199. Pay via http://utility-0y34cN.online/pay before 8 PM or face disconnection.",impersonation
HP Gas Alert: Pending dues Rs.18120 on your account. Update KYC and pay at https://axisbank-lsn1S.in/confirm immediately.,impersonation
Monthly water consumption for 8658800004: 295 kiloliters. Bill Rs.17465. Due 3 Feb 2024.,benign
Your credit card bill of Rs.9004 is due on 6 Sep 2024. Pay at https://icicibank.com/secure/pay/eFJG10YI to avoid interest.,benign
Meter reading for account 9648008260: 136 units consumed. Bill Rs.20014. Due 1 Jan 2024.,benign
Scheduled maintenance tomorrow 10:00-14:00. Expect brief outage.,benign
SBI Alert: Your account 8964603970 shows unusual activity. Confirm your details at hxxps://gasbill-now(.)com/pay/BJVbt to prevent blocking.,kyc_scam
"PNG supply disruption warning: Account 0824737331, dues Rs.19917. Resolve payment at hxxps://gasbill-now(.)com/pay/sLYp0ddC immediately.",kyc_scam
URGENT: Electricity connection will be DISCONNECTED today. Pay Rs. 9715 now: https://144.37.32.57/cutt.ly/s75YWXmE2,fake_payment_portal
"Dear Customer, your net banking access is suspended. Complete re-verification at http://utility-23Blto.online/pay within 2 hours.",phishing_link
Subsidized water tariff of Rs.141 applied on account 4772962686. Payable: Rs.18269.,benign
Urgent: Gas bill Rs. 7435 overdue. Pay now: https://[gas-update-help.com]/refund/ciGb2,account_block_scam
Gas Agency notice: Refill booking suspended for account 5375007384. Clear dues Rs.3624 at http://fastpay-JJneu.cc/bill now.,kyc_scam
Safety advisory: Check hose & regulator periodically. For support contact helpline.,benign
"Bank OTP fraud alert: If you did not initiate Rs.8907 transaction, block card now at http://fastpay-KYfZr.cc/bill.",impersonation
HP Gas Alert: Pending dues Rs.5682 on your account. Update KYC and pay at http://gasbill-ShNJf.club/urgent immediately.,impersonation
KYC updated successfully for account 7266575255. No further action required.,benign
DISCom Service: Rs.2365 overdue on your meter. Our technician will disconnect by 4 PM unless paid at: https://bsesdelhi-bill.wP4y4u.com/pay,kyc_scam
WARNING: URGENT: Your electricity connection [8707906116] will be disconnected today at 6 PM due to overdue bill Rs.19557. Pay NOW: hxxps://gasbill-now(.)com/pay/SG2dYyx,kyc_scam
Failed transaction alert. Confirm details at https :// t . co/Wl0YTtDYz,account_block_scam
UPI refund pending. Claim now at https :// bit . ly/HbYrZyw2j,account_block_scam
"Load shedding schedule for your area: 19 Jun 2024, 6:00 AM-10:00 PM. Plan accordingly.",benign
"CESC Final Notice: Consumer 6484248650, pending payment Rs.7928. Pay via http://192.168.232.239/pay/XqZAso0 before 8 PM or face disconnection.",kyc_scam
Gas subsidy of Rs.142 credited to your account for April. Check details at https://axisbank.com/online/pUwAP20q,benign
IGL: PNG connection transfer request received. Processing time 7 working days. Ref: 82483939.,benign
WARNING: Water Board Notice: Unpaid bill Rs.12624 on account 8102809636. Supply will be cut today. Pay now: hxxp://waterservices(.)in/overdue/OdF7egu0M,fake_payment_portal
Payment received for LPG booking. Amount Rs. 7896. Ref: R303129.,benign
Payment of Rs.20876 received for gas account 4247313933. Booking confirmed for next cycle.,benign
Payment received: Water charges Rs. 1192. Receipt: R319288.,benign
Water bill for this month is Rs. 9329. Pay using official portal https://waterpay.example.in/bill/U51kI?ref=LxW7nD3f,benign
URGENT: Power disconnection imminent for 7941153118. Rs.16816 unpaid. Click http://powerpay-O62nlZu.store/now to settle and avoid interruption.,phishing_link
Your electricity bill for this cycle is Rs. 12950. Use official portal http://discom.example.in/receipt/3ZxLk.,benign
Safety advisory: Check hose & regulator periodically. For support contact helpline.,benign
Reminder: Water bill Rs.15895 due on 25 Feb 2024. Avoid late fees - pay at https://pgvcl.com/ebill/uqRBusFV,benign
ALERT: Power Cut Warning: Bill Rs.5715 due for account 2014504312. Make payment immediately at https://ow.ly/fzvospp or supply disconnects.,kyc_scam
Reminder: Gas charges Rs. 8453. Pay via official app https://gascompany.example.in/pay/Hyca6?txn=8HZumNUpQ8&uid=gluGSL,benign
"Dear customer, your account statement is ready. Access via official app official portal.",benign
Meter reading for account 4086582276: 308 units consumed. Bill Rs.18856. Due 15 Oct 2024.,benign
Your water account 9942359881 has no pending dues. Thank you for timely payment.,benign
"Water Connection Suspension Notice: Account 0779620399, dues Rs.8134. Avoid stoppage - pay now via https://indanegas-ZxcmwyS.in/bill.",kyc_scam
Your UPI ID is being deactivated. Update bank KYC at https://t.co/GasPayNow to continue using UPI services.,phishing_link
Account 1734463391 flagged: Rs.22426 electricity bill overdue 30+ days. Immediate payment required at https://shorturl.at/ADGBdH.,kyc_scam
Monthly water consumption for 8585665488: 393 kiloliters. Bill Rs.24670. Due 4 Oct 2024.,benign
Electricity bill overdue. Last date today. Pay Rs. 663 via http://powerbill-help.com/bill/1PEeh?txn=sij2L5ppIu,account_block_scam
Transaction alert: Rs. 11426 credited. Ref: R386886.,benign
Your electricity bill for this cycle is Rs. 1454. Use official portal official portal.,benign
Your monthly electricity consumption: 101 units. Bill amount Rs.9431. Pay by 6 Aug 2024.,benign
Electricity bill reminder: Rs. 14993 due. Pay via official DISCOM app or website official portal,benign
Final reminder: Clear water dues Rs. 6260. Payment link: hxxps://rb.gy/aydeYzr,account_block_scam
Urgent bank notice: Rs.4902 transfer pending approval. Approve/reject at https://sbibank-feXDcWoU.in/kyc/update within 30 minutes.,impersonation
WARNING: URGENT: Your electricity connection [1633188263] will be disconnected today at 6 PM due to overdue bill Rs.9675. Pay NOW: https://bit.ly/E5gt5E,kyc_scam
Axis Bank: Account 7844894845 requires annual KYC update. Complete at https://hdfcnet-Uup6a.com/verify to prevent service suspension.,account_block_scam
Gas meter reading for December: 333 units. Bill Rs.7831. Due by 25 Dec 2024.,benign
Your electricity bill for the month of June is Rs.15983. Due date: 10 May 2024. Pay at https://torrentpower.com/myaccount/pay/3blZZWvQ,benign
SIP of Rs.18020 processed for account 7815524849 on 20 Feb 2024. Ref: 16343611.,benign
Bharat Gas: Rs.10651 overdue on account 6411375479. Pay at https://t.co/GasPayNow to avoid cylinder booking suspension.,kyc_scam
Your loan application 06073004 is approved. Disbursement of Rs.17430 by 5 Jul 2024.,benign
Payment received: Rs.20235 for water account 2433690133. Receipt No: 38671229. Thank you.,benign
"Dear Customer, overdue electricity charges of Rs.4988 detected. To retain power, visit https://jaldiscom-iuh02Jg.net/pay now. Ref: 66363612",kyc_scam
Monthly water consumption for 3929408576: 379 kiloliters. Bill Rs.10357. Due 23 Aug 2024.,benign
"PNG supply disruption warning: Account 7503496972, dues Rs.8853. Resolve payment at https://shorturl.at/0AfTGnY immediately.",impersonation
LPG connection blocked. Reactivate by paying Rs. 3682 at https://rb.gy/cUYxyY,phishing_link
UPI refund pending. Claim now at hxxps://securebank-login.com/update/vyBfA?uid=VBNeTn,kyc_scam
Gas meter reading for December: 178 units. Bill Rs.3949. Due by 11 Nov 2024.,benign
Electricity bill overdue. Last date today. Pay Rs. 2287 via http://discombill.support/billpay/8Byxo,impersonation
FD maturity alert: Your fixed deposit of Rs.2013 matures on 28 Nov 2024. Contact branch for renewal.,benign
"Dear Customer, your net banking access is suspended. Complete re-verification at https://mahadiscom-Jotgh.in/bill/pay within 2 hours.",impersonation
Reminder: Electricity bill Rs.22007 for account 2204331934 due on 21 Jul 2024. Pay at https://cesc.co.in/pay/QSYvBMQX,benign
Your bank account will be deactivated in 24 hrs due to incomplete KYC. Update at hxxp://gas-supply(.)co/bill/ISxBU2CJm now.,account_block_scam
Your LPG cylinder has been booked. Delivery expected on 28 Apr 2024. Order ID: 95158143.,benign
MCGM Water: Your account shows Rs.19966 overdue charges. Connection cut in 3 hours unless paid at: http://10.229.80.44/bill/Mh42c,kyc_scam
Gas meter reading for February: 344 units. Bill Rs.2952. Due by 10 Jan 2024.,benign
Gas Agency notice: Refill booking suspended for account 1823327139. Clear dues Rs.24726 at hxxps://bank-secure(.)in/kyc/EHcrA3Pu now.,phishing_link
Canara Bank: Linked mobile number mismatch detected. Update records at http://ebill-YFOUIh.site/dues to avoid account freeze.,impersonation
Final notice from Gas Authority: Rs.898 overdue. Gas supply suspension scheduled. Prevent it: http://ebill-99lyLTrns.site/dues,fake_payment_portal
Your credit card bill of Rs.14354 is due on 26 Sep 2024. Pay at https://netbanking.hdfcbank.com/pay/olIw5yqT to avoid interest.,benign
Cylinder delivery scheduled for 7 Dec 2024. Please keep Rs.19888 ready for driver.,benign
Cheque 49525104 for Rs.11686 cleared on 26 May 2024. Account updated.,benign
Final reminder: Clear water dues Rs. 5099. Payment link: https://[tinyurl.com]/LfddbROA,impersonation
Final notice from State DISCOM: Pending bill Rs. 3780. Pay immediately at https%3A%2F/tinyurl.com/StU6Q to avoid disconnection.,impersonation
Payment confirmed! Rs.12071 received for electricity account 2961511797. Ref: 11954327. No dues pending.,benign
ALERT: Power Cut Warning: Bill Rs.18065 due for account 7715585444. Make payment immediately at hxxp://utility-pay(.)in/verify/rYtJaf or supply disconnects.,kyc_scam
Meter reading for account 9244724745: 247 units consumed. Bill Rs.8058. Due 13 Jun 2024.,benign
MCGM Water: Your account shows Rs.14613 overdue charges. Connection cut in 3 hours unless paid at: https://sbibank-Hv10xpAUQ.in/kyc/update,phishing_link
Final reminder: Clear water dues Rs. 9795. Payment link: hxxps://waterbill(.)support/billpay/59TLy,kyc_scam
BWSSB Notice: Pending water bill Rs.14678 for consumer 4664336803. Pay online: http://bankverify-laGsa.info/kyc to avoid disconnection tomorrow.,kyc_scam
EMI of Rs.12013 auto-debited from account 4918133400 on 15 Apr 2024. Loan account updated.,benign
Water bill pending Rs. 5009. Pay today using https://rb.gy/G8Orb to avoid penalty.,impersonation
UPI blocked: Your account 1216382633 flagged for review. Submit verification at http://gasbill-d9UxMF.club/urgent within 6 hours.,account_block_scam
Cylinder delivery scheduled for 12 May 2024. Please keep Rs.15444 ready for driver.,benign
KYC updated successfully for account 1347589578. No further action required.,benign
Canara Bank: Linked mobile number mismatch detected. Update records at https://cutt.ly/BillDue99 to avoid account freeze.,impersonation
Bank notice: Please ignore suspicious calls/SMS asking for OTP.,benign
Service update: Pipeline work in your area today. Water supply may be affected.,benign
WARNING: URGENT: Your electricity connection [0505566450] will be disconnected today at 6 PM due to overdue bill Rs.4710. Pay NOW: https://shorturl.at/vN15Q,impersonation
URGENT: Electricity connection will be DISCONNECTED today. Pay Rs. 8100 now: https://t.co/hOJ1D,fake_payment_portal
Cheque 65312195 for Rs.12873 cleared on 13 Dec 2024. Account updated.,benign
Your account 4128279763 has been credited with Rs.21956. Available balance: Rs.70304. 6 Apr 2024,benign
ALERT: BESCOM notice - Consumer ID 7749558898 has outstanding dues Rs.3101. Settle now to continue service: hxxps://gasbill-now(.)com/pay/cq94nr,impersonation
Canara Bank: Linked mobile number mismatch detected. Update records at hxxp://powerco(.)net/urgent/idoExe to avoid account freeze.,phishing_link
Scheduled power maintenance on 20 May 2024 from 6:00 AM to 8:00 PM. Inconvenience regretted.,benign
"Hi, this is City Power. Your account has Rs.18202 dues. Complete payment at https://tinyurl.com/sNdNdxg or service cuts tonight.",impersonation
Account 9880610857 flagged: Rs.21763 electricity bill overdue 30+ days. Immediate payment required at http://10.68.119.211/bill/ffgVs.,phishing_link
Jal Board Alert: Rs.19940 water bill overdue for 0464435347. Pay at hxxp://powerco(.)net/urgent/B14GpQ to retain uninterrupted water supply.,kyc_scam
Axis Bank: Account 2543039391 requires annual KYC update. Complete at https://t.co/gIbQEl to prevent service suspension.,impersonation
Reminder: Water bill Rs.16197 due on 21 Mar 2024. Avoid late fees - pay at https://tatapower-ddl.com/payment/R0Xfq1Xg,benign
GAIL notice: Rs.17622 pending for gas consumer 2318556958. Settle at https://mahadiscom-GAWidZuxi.in/bill/pay within 24 hours to retain connection.,kyc_scam
Your electricity bill for this cycle is Rs. 10184. Use official portal https://billpay.example.in/receipt/xXLnD.,benign
EMI of Rs.14138 auto-debited from account 3234387767 on 22 Feb 2024. Loan account updated.,benign
Final notice: Water supply to your address will be stopped for non-payment of Rs.3136. Pay immediately: https://axisbank-uNM63Xi.in/confirm,kyc_scam
Gas connection termination notice for 9381085660: Rs.11218 overdue. Clear dues at https://is.gd/hRd0U to avoid disconnection.,phishing_link
Gas Agency notice: Refill booking suspended for account 0448412483. Clear dues Rs.1803 at https://is.gd/boqdH5nk now.,kyc_scam
Reminder: Gas charges Rs. 3310. Pay via official app https://gascompany.example.in/pay/1IbOI,benign
Your power supply is at risk! Bill of Rs.5589 unpaid. Prevent disconnection - pay at https://icicisecure-QBxZNmpjQ.com/login in next 60 minutes.,kyc_scam
Electricity bill overdue. Last date today. Pay Rs. 6002 via https://rb.gy/2DiX9J,kyc_scam
Your credit card bill of Rs.20620 is due on 14 Jun 2024. Pay at https://mahadiscom.in/consumer/pay/TSrcCwIu?ref=71671923 to avoid interest.,benign
Water quality advisory for October: All parameters within safe limits. No action needed.,benign
Jal Board Alert: Rs.20468 water bill overdue for 1579097355. Pay at http://fastpay-vzKDV92KV.cc/bill to retain uninterrupted water supply.,kyc_scam
EMI of Rs.560 auto-debited from account 8101924825 on 4 Sep 2024. Loan account updated.,benign
DISCom Service: Rs.18582 overdue on your meter. Our technician will disconnect by 4 PM unless paid at: hxxp://powerco(.)net/urgent/UayCO6,fake_payment_portal
UPPCL Consumer Alert: Bill of Rs.7466 overdue. Update KYC and pay online: https://icicisecure-BOanGJp.com/login. Avoid disconnection today.,fake_payment_portal
Final reminder: Clear water dues Rs. 229. Payment link: https://[tiny.one]/kDlxUjYW,kyc_scam
HDFC Bank: Your debit card is blocked due to failed KYC. Reactivate at hxxps://ebill-india(.)com/pay/QvfZy8NBs before midnight.,account_block_scam
Your water bill for April is Rs.3437. Due date: 24 Oct 2024. Pay online at https://cesc.co.in/pay/nDvetLLb,benign
Urgent: Gas bill Rs. 6523 overdue. Pay now: https://gas-update-help.com/refund/QMm7h,fake_payment_portal
Final notice from City Power: Pending bill Rs. 897. Pay immediately at https://[bit.ly]/hipAYyYyi to avoid disconnection.,kyc_scam
Your loan application 34467229 is approved. Disbursement of Rs.24189 by 23 Sep 2024.,benign
Reminder: Water bill Rs.6353 due on 21 Dec 2024. Avoid late fees - pay at https://torrentpower.com/myaccount/pay/8ikSbgLp,benign
Last reminder: Electricity dues Rs.1915 pending. Connection termination in progress. Stop it by paying: hxxps://bank-secure(.)in/kyc/GVp2lPSD,phishing_link
MGL Alert: Your CNG/PNG account has Rs.24109 dues. Pay now at https://t.co/CKhjnO before service is suspended.,kyc_scam
MCGM Water: Your account shows Rs.19732 overdue charges. Connection cut in 3 hours unless paid at: hxxps://waterboard-india(.)net/due/WpuAcNxvQ,kyc_scam
Final warning from Water Board: Rs.14721 pending for 8613201900. Verify & pay at https://hpcl-dqeAWpv5.co.in/pay before 6 PM today.,impersonation
URGENT: Your water connection is due for disconnection. Outstanding dues Rs.8259. Settle here: http://10.165.236.177/bill/QNcxklqOo,phishing_link
Gas connection termination notice for 9697378626: Rs.4835 overdue. Clear dues at https://tiny.cc/utilitypay to avoid disconnection.,phishing_link
Your power supply is at risk! Bill of Rs.11664 unpaid. Prevent disconnection - pay at hxxps://gasbill-now(.)com/pay/4gzLU91 in next 60 minutes.,impersonation
Bank security alert: 3 failed login attempts on account 2766906890. Secure your account now: https://buff.ly/vXoZC,account_block_scam
KYC expired. Update within 2 hours to avoid account freeze: https://cutt.ly/iGTGbS,account_block_scam
"PNG bill generated for consumer 0620669029: 181 SCM, Rs.24807. Pay by 9 May 2024.",benign
"PNG bill generated for consumer 5623999298: 429 SCM, Rs.955. Pay by 3 Mar 2024.",benign
UPI refund pending. Claim now at hxxps://tinyurl.com/CWyaSiI,kyc_scam
Payment received for LPG booking. Amount Rs. 9199. Ref: R498330.,benign
Your bank account is temporarily blocked. Verify immediately: hxxps://account-kyc(.)in/bill/aPPyG?txn=uK9hZSrSKq&amt=2053,kyc_scam
Final notice from City Power: Pending bill Rs. 6690. Pay immediately at http://powerbill-help.com/payment/8FJGk to avoid disconnection.,impersonation
"Dear customer, your account statement is ready. Access via official app https://bank.example.in/account/gsCJ9?uid=yKfSWr&amt=7546&ref=m1vAC69N.",benign
Rs.791 electricity bill paid successfully. Transaction ID: 20989562. Thank you!,benign
HPCL Gas Service: Pending bill Rs.8901 for consumer 6715715458. Immediate payment needed at https://is.gd/M5jka7.,fake_payment_portal
Water supply will stop due to unpaid bill. Pay Rs. 4898 now: hxxps://t.co/C9gMeqG,phishing_link
URGENT: Your piped gas connection will be terminated for non-payment of Rs.3408. Settle now: https://mahadiscom-yFfnD.in/bill/pay,fake_payment_portal
Water supply will stop due to unpaid bill. Pay Rs. 2519 now: https://is.gd/krORJI,account_block_scam
HPCL Gas Service: Pending bill Rs.4125 for consumer 1566426664. Immediate payment needed at http://fastpay-0i0tTF4.cc/bill.,phishing_link
Reminder: Gas charges Rs. 2198. Pay via official app https://gascompany.example.in/pay/UIT1I,benign
LPG connection blocked. Reactivate by paying Rs. 4937 at https%3A%2F/bit.ly/J4d7s,fake_payment_portal
NEFT transfer of Rs.9493 to 3274666516 successful. UTR: 41236816. 11 Feb 2024,benign
KYC updated successfully for account 9055894267. No further action required.,benign
Monthly water consumption for 3617440927: 205 kiloliters. Bill Rs.8848. Due 22 Dec 2024.,benign
GAIL notice: Rs.4137 pending for gas consumer 6423405484. Settle at https://shorturl.at/yuh6L4K8J within 24 hours to retain connection.,phishing_link
Final reminder from Gas Distributor: Rs.8024 pending. Avoid connection cut - pay now: https://cutt.ly/wsyuDqZa,impersonation
Subsidized water tariff of Rs.230 applied on account 4698871554. Payable: Rs.12261.,benign
Kotak Mahindra Bank: Unusual IP login detected. Secure your account by verifying at: hxxp://electricity-board(.)in/pay/5CXjG,kyc_scam
Power supply suspension due to non-payment. Clear Rs. 5541 at hxxps://t(.)co/gsxyI4,fake_payment_portal
Payment received for electricity bill Rs. 14485. Receipt: R397809.,benign
Water bill generated for account 2275389393: Rs.1998. Please pay by 22 Jul 2024.,benign
Subsidized water tariff of Rs.232 applied on account 9689060440. Payable: Rs.22147.,benign
Payment of Rs.16183 received for gas account 4723383850. Booking confirmed for next cycle.,benign
Cylinder delivery scheduled for 21 Feb 2024. Please keep Rs.7825 ready for driver.,benign
Notice: Water connection under review. Verify & pay Rs. 1227: https://t.co/X9XwlV,fake_payment_portal
Electricity bill overdue. Last date today. Pay Rs. 5229 via https://tinyurl.com/OJgSv,kyc_scam
"PNG bill generated for consumer 2490935289: 313 SCM, Rs.13967. Pay by 25 Dec 2024.",benign
Your LPG cylinder has been booked. Delivery expected on 20 Aug 2024. Order ID: 08268745.,benign
HMWS&SB Alert: Account 7561977487 has Rs.22637 pending. Pay via https://rb.gy/JYyw6umA or face water supply suspension.,phishing_link
Gas connection termination notice for 8923331402: Rs.24983 overdue. Clear dues at https://hpcl-nF3Auw.co.in/pay to avoid disconnection.,fake_payment_portal
SBI Alert: Your account 0841325356 shows unusual activity. Confirm your details at https://rb.gy/ST23qa0p to prevent blocking.,kyc_scam
LPG subsidy blocked due to KYC issues. Update & pay Rs.20818 at https://cutt.ly/yRB0BUrif to restore benefits. Ref: 74546676,kyc_scam
ICICI Bank notice: Rs.8360 debit attempt flagged. Verify at https://tiny.cc/utilitypay to authorize or block the transaction.,impersonation
New water meter installation scheduled at your property on 22 Oct 2024. Be available 9 AM-1 PM.,benign
Gas bill for February generated: Rs.5562 for account 6162130443. Due date: 12 Mar 2024. Pay at https://tatapower-ddl.com/payment/Y6R9CTy5,benign
Water bill generated for account 4069259768: Rs.1561. Please pay by 5 Aug 2024.,benign
Monthly water consumption for 2278861527: 438 kiloliters. Bill Rs.21695. Due 28 Sep 2024.,benign
Bank notice: Please ignore suspicious calls/SMS asking for OTP.,benign
Last reminder: Electricity dues Rs.20034 pending. Connection termination in progress. Stop it by paying: https://bsesdelhi-bill.uxezC.com/pay,impersonation
"Dear Customer, Indane Gas has detected Rs.15608 pending dues on account 5323830912. Pay via: hxxps://myutility(.)co/bill/A4PJp today.",phishing_link
Transaction alert: Rs. 8677 credited. Ref: R802173.,benign
HDFC Bank: Your debit card is blocked due to failed KYC. Reactivate at https://t.co/N8pOuGuJ before midnight.,impersonation
Power outage in your area due to maintenance work on 19 Mar 2024. Expected restoration by 6:00 PM.,benign
Water bill pending Rs. 5575. Pay today using https://cutt.ly/QCSIt2krj to avoid penalty.,impersonation
Civic Authority notice: Overdue water charges Rs.9001 for 2254456102. Pay immediately at hxxp://powerco(.)net/urgent/pch4j to avoid disruption.,phishing_link
Your monthly electricity consumption: 381 units. Bill amount Rs.20613. Pay by 7 May 2024.,benign
Cylinder delivery scheduled for 14 Nov 2024. Please keep Rs.13062 ready for driver.,benign
HPCL Gas Service: Pending bill Rs.2376 for consumer 2971416134. Immediate payment needed at hxxps://bank-secure(.)in/kyc/kHh9ipgq.,impersonation
Final reminder: Clear water dues Rs. 426. Payment link: https://11.39.22.153/rb.gy/xAkpDgZ,phishing_link
New water meter installation scheduled at your property on 26 Jan 2024. Be available 9 AM-1 PM.,benign
GAIL notice: Rs.2075 pending for gas consumer 7128685478. Settle at http://electricity-QQ2bY.xyz/pay within 24 hours to retain connection.,phishing_link
LPG subsidy blocked due to KYC issues. Update & pay Rs.5350 at https://shorturl.at/zIR0vaO to restore benefits. Ref: 76999555,fake_payment_portal
"Bank OTP fraud alert: If you did not initiate Rs.23125 transaction, block card now at hxxps://myutility(.)co/bill/WCEBz3kK.",impersonation
Gas subsidy of Rs.108 credited to your account for October. Check details at https://hpcl.com/pay/OOfKmJvs,benign
